,City,Place
852284,Mehsana,Sri Nemi Saraswati Dham Jain Tirth
852286,Mehsana,Simandhar Swami Jain Temple
852327,Mehsana,Tirupati Natural and Water Prak
852334,Melmaruvathur,Adhiparasakthi Siddhar Peetam
852342,Melukote,Yoga Narasimha temple
852343,Mehsana,Wide Angle
852352,Mhaismal,Mhaismal Hill Station
852360,Menar,Menar Lake
852364,Meppadi,Heart Lake
852366,Meppadi,Explore Wayanad
852378,Mhow,Choral Dam
852414,Mhow,Bhim Janm Bhoomi
852425,Mhow,Bhim Janma Bhoomi
852428,Mhow,Patal Pani  Waterfall
852445,Midnapore,Baptist Mission Church
852446,Midnapore,Bargabheema Temple
852456,Midnapore,Dandeswar Mahadev Temple
852457,Midnapore,Dakshina Kali Mandir Temple
852461,Midnapore,Bara Asthal Monastery
852462,Midnapore,Digha Beach
852502,Midnapore,Dharmaraj Temple
852777,Midnapore,Digha Mohana Fish Market
852787,Midnapore,Digha Science Center
852815,Midnapore,Dwadash Dwari Fort
852818,Midnapore,Gopegarh Heritage Park
852830,Midnapore,Gopegarh Eco Park
852840,Midnapore,Jhargram Raj Palace
852874,Midnapore,Jagannath Mahadev Temple
852901,Midnapore,John Pierce Tomb
852902,Midnapore,Jora Masjid
852913,Midnapore,Kanak-Durga Temple
852916,Midnapore,Kameswar Temple
852928,Midnapore,Kurumbera Fort
852931,Midnapore,Lakshmi-Janardan Temple
852944,Midnapore,Moyna Choura
852955,Midnapore,Parimalkanan Park
852961,Midnapore,Tajpur Beach
852971,Midnapore,Radhaballavjiu Temple
853002,Midnapore,Ramjew Temple
853013,Midnapore,Shantinath Mahadev Temple
853044,Midnapore,Sitala Temple
853067,Mira Bhayandar,Juice Adventures
853068,Midnapore,Temples of Bandyopadhyay Family
853069,Midnapore,Umapathi Shiv Mandir Temple
853070,Mira Bhayandar,Bhate Bunder Beach
853084,Mira Bhayandar,My Cab Deal
853086,Mira Bhayandar,Vailankanni Church
853096,Mirik,Bokar Ngedon Chokhor Ling Monastery
853136,Mirik,Simana View Point
853162,Mirik,Rameetay Dara
853181,Mirik,Donbosco Church
853195,Mirik,Orchid Nursery & Cardamom Farm
853197,Mirik,Sumendu Lake
853262,Mirik,Tingling view point
853264,Mirzapur,Ashtabhuji Devi Temple
853279,Mirzapur,Chunar Fort
853307,Mirzapur,Ashtabhuja Temple
853361,Mirzapur,Agori Fort
853370,Mirzapur,Kalikoh Temple
853379,Mirzapur,Sita Kund
853386,Mirzapur,Tanda Falls
853388,Mirzapur,Sirsi Dam
853389,Mirzapur,Rameshwar Mahadev Temple
853404,Mirzapur,Vindhyavasini Devi Temple
853437,Mirzapur,Lakhaniya Dari
853460,Mirzapur,Vijaigarh Fort
853511,Mirzapur,Wyndham Falls
853521,Modhera,Maatangi Modheshwari Temple
853557,Mishrikh Neemsar,Hanuman Garhi Temple
853568,Mishrikh Neemsar,Lalita Devi Mandir
853569,Mishrikh Neemsar,Sri Devaraja Perumal Temple
853920,Moga,Geeta Bhawan Temple
853925,Moga,Gurudwara Gurusar
853929,Moga,Daroli Bhai Gurudwara
853931,Moga,Gurudwara Gurusar Sahib Patshahi Chevin
853933,Moga,Gurudwara Nanaksar Sahib
853941,Moga,Gurudwara Shri Mehdiana Sahib
853947,Moga,Shahidi Park
853955,Mohali,Baba Banda Singh Bahadur War Memorial
853965,Mogra,"Roop Riyaz, Durry Udhyog"
853978,Mohali,72 Mad Street
853994,Mohali,Amartex Shoppers World
854007,Mohali,Fateh Burj
854017,Mohali,Bestech Square Mall
854023,Mohali,Dhunna Tours & Travels
854027,Mohali,Chandigarh Taxi Service
854043,Mohali,Gurdwara Amb Sahib
854051,Mohali,Punjab Cricket Association Stadium
854061,Mohali,Dr. Diwan Singh Kalepani Museum
854069,Mohali,KBG Holidays Pvt Ltd
854110,Mohali,Phulkari Era
854111,Mohali,Thunderzone
854186,Mohali,VR Punjab
854199,Mohali,Siswan Dam
854325,Mokokchung,Changkikong Range
854328,Mokokchung,Ongpangkong Range
854339,Mokokchung,Langpangkong Caves
854347,Mollem National Park,Dudhsagar Falls
854367,Mokokchung,Ungma
854385,Mollem National Park,Atreya Vedic and Spice Plantation
854434,Mollem National Park,Devils Canyon
855555,Mon,Longwa Village
855581,Mon,Montelchino Italy
855583,Mon,Veda Peak
855585,Moodabidri,Thousand Pillars Temple
855595,Moodabidri,Hosanadu Annapoorneshwari Temple
855599,Moodabidri,Konaje Kallu
855600,Moodabidri,Sri Somanatheshwara Cave Temple
855638,Moradabad,Braham Dev Ji Temple
855639,Moradabad,Kanva Ashram
855640,Moradabad,Bade Hanuman Ji Mandir
855643,Mopidevi,Lord Subrahmanyeswar Temple
855650,Moradabad,Raza Library
855661,Moradabad,Prem Wonderland and Prem Water Kingdom
855691,Moradabad,Rambagh Dham
855693,Moradabad,Sai Temple
855723,Morbi,Julto Pul Hanging Bridge
855727,Moradabad,Shri Parshvanath Digambar Jain Mandir
855742,Morbi,Art Deco Palace
855755,Moradabad,Wave Cinemas
855756,Morbi,Green Tower
855759,Morbi,Mani Mandir
855782,Morbi,Sipoc Ceramic
855783,Morena,Batesar Group Of Temples
855801,Morbi,Wellingdon Secretariat
855804,Morena,Mitawali Temple
855805,Morena,Ancient Shrines Of Morena
855830,Morena,Kakanmath Temple
855864,Morjim,Ashwem Beach
855875,Morena,Shani Dev Temple
855892,Morjim,Anvi Ayurved Treatment Centre and Training Institute
856391,Morjim,Konkan Explorers
856405,Morjim,Banana Surf School
856449,Morjim,Gomowgli
856461,Morjim,Club M
856947,Morjim,Lost Paradise Goa - Day Cruise
857077,Morjim,Morjim Beach
857771,Morjim,Woof Woof
857790,Morjim,Octopus Surf School Goa
857861,Morjim,Rasovai
857862,Morjim,"Siolim Fishing, Goa"
857960,Mormugao,Naval Aviation Museum
858050,Mormugao,Mormugao Fort
858156,Mormugao,Sahasea
858189,Mormugao,"Navel aviation museum,vasco"
858203,Mormugao,Tripedia Day Tours
858204,Morni Hills,Tikkar Lake
858224,Morni Hills,Karoh Peak
858239,Mount Abu,Achalgarh Fort
858242,Mount Abu,Achal Garh Temple
858256,Motihari,Areraj Mandir
858415,Mount Abu,Adhar Devi Temple
858575,Mount Abu,Bailey's Walk
858580,Mount Abu,Bharat Ma
858616,Mount Abu,Brahma Kumari World Spiritual University
859016,Mount Abu,Datda Sea World
859021,Mount Abu,Dilwara Jain Temples
860907,Mount Abu,Gaumukh Temple
860908,Mount Abu,Doodh Baori
860998,Mount Abu,Guru Shikhar
861763,Mount Abu,Honey Moon Point
861885,Mount Abu,Luna Vasahi Temple
861888,Mount Abu,Mount Abu Wildlife Sanctuary
861966,Mount Abu,Mount Abu
862742,Mount Abu,Nakki Lake
864097,Mount Abu,Peace Park
864121,Mount Abu,Nature Touch
864122,Mount Abu,Rajasthan Adventure & Nature Academy
864185,Mount Abu,Shri Raghunathji Temple
864196,Mount Abu,Sunset Point Mount Abu
864201,Mount Abu,Shri Champeshwar Hanuman Ji Mandir
864884,Mount Abu,Trevors Tank
865018,Mount Abu,Universal Peace Hall
865058,Mount Abu,Vimal Vasahi
865079,Mudigere,Charmadi Ghat
865113,Mudumalai,Moyar River
865129,Mudigere,"Vasanthika Temple, Angadi"
865139,Mukteshwar,Bhalu Gaad Waterfalls
865152,Mudigere,Ettina Bhuja Peak (Shishila Gudda)
865179,Mukhla,Thadlaskein Lake
865309,Mukteshwar,Chauli Ki Jali
865758,Mukteshwar,Choco-House Chocolatiers
865769,Mukteshwar,Kilmora Shop
865845,Mukteshwar,Indian Veterinary Research Institute
865937,Mukteshwar,Mukteshwar Dham
866152,Mukteshwar,Mukteshwar Inspection Bungalow
866233,Mukteshwar,Mukteshwar Mahadev Temple
866280,Mukteshwar,Wildrift Adventures
866287,Muktsar,Gurudwara Sri Datan Sar Sahib
866291,Mukteshwar,Nirvana Organic Store
866313,Muktsar,Gurudwara Tuti Gandhi Sahib
866314,Mukutmanipur,Banpukuria Deer Park
866319,Mukutmanipur,Mukutmanipur Dam
866331,Muktsar,Gurudwara Rakabsar Sahib
866411,Muktsar,Mukta Minar
866454,Mulbagal,Garuda Temple
866467,Mukutmanipur,Palace of King Raicharan
866476,Mulshi,Ghangad Fort
866477,Mulki,Shree Durgaparameshwari Temple
866484,Mulki,Shree Venkataramana Temple
866486,Mulshi,Independence Point
866493,Mulki,KayakBoy
866502,Mumbai,Aarey Colony
866512,Mumbai,1905 Prince's TriumphalArch Clock Tower
866532,Mumbai,Aai Museum
866551,Mumbai,Aarey Bhaskar Garden
866553,Mumbai,Aarey Bhaskar Sports & Welfare Centre
866600,Mumbai,Afghan Church
866643,Mumbai,Aashirwad Art Gallery
866647,Mumbai,Aksa Beach
866717,Mumbai,Ajmera Bhagto Park
866932,Mumbai,Amarsons Garden
866943,Mumbai,Ambreshwar Shiva Temple
866955,Mumbai,Akurli Mata Temple
866980,Mumbai,Amba Bai Mata Mandir
866988,Mumbai,Andharban
866995,Mumbai,Ambadevi Mandir
867010,Mumbai,Andheri Market
867026,Mumbai,Antique Stationery Collections
867029,Mumbai,Antilia
867039,Mumbai,ArtDesh Foundation
867040,Mumbai,Archaeological Survey of India Museum
867048,Mumbai,Artistree Gallery
867053,Mumbai,Arya Samaj Mandir
867057,Mumbai,Antique Style
867059,Mumbai,Atria Mall
867073,Mumbai,Astrologer House
867077,Mumbai,Atomic Energy Junior College
867080,Mumbai,Asia Society and Museum
867110,Mumbai,Aviserv Lounge
867115,Mumbai,Babulnath Temple
867149,Mumbai,Avant Garde Antiques & Art
867187,Mumbai,Babulnath Bandstand Garden or Seth Tulsidas Kilachand Garden
867646,Mumbai,Ballard Estate
867661,Mumbai,Bai Pirojbai Dadabhoy Manekji Vatcha Agiary
867665,Mumbai,Bal Gandharva Rang Mandir
867667,Mumbai,Balkrishna Maharaja Temple
867668,Mumbai,Bai Vikas Vidya Mandir
867690,Mumbai,Bandra Fort
867710,Mumbai,Baman Devi Mandir
867862,Mumbai,"Bandra Station, Western Railway"
867918,Mumbai,Bandra Talao
867925,Mumbai,Bandra-Worli Sea Link
877091,Mumbai,Bandstand Promenade
877315,Mumbai,Banganga
877426,Mumbai,BB Dadar Market
877447,Mumbai,Bank of India - History of Banking Museum
877460,Mumbai,Bapu Pujari Mandir
877462,Mumbai,Bhandup Pumping Station
877478,Mumbai,Belle Mall
877480,Mumbai,Bhakti Dham Mandir
877482,Mumbai,Bhau Daji Lad Museum
877513,Mumbai,Bhandupeshwar Mahadev Mandir
877595,Mumbai,Bharatiya Vidya Bhavan
877678,Mumbai,Bhavan's Nature and Adventure Centre
877695,Mumbai,Bhawani Mata Temple
877702,Mumbai,Bhimnath Temple
877704,Mumbai,Blessed Sacrement Shrine
877717,Mumbai,Bombay High Court
877737,Mumbai,Bombay Convention & Exhibition Centre
877743,Mumbai,Bhikha Behram Well
877749,Mumbai,BNHS Conservation Education Centre
878022,Mumbai,Bombay Natural History Society
878023,Mumbai,Bombay Panjrapole
878038,Mumbai,Boot House
878069,Mumbai,Bombay Picnic Spot Garden
878073,Mumbai,Bombay Stock Exchange
878102,Mumbai,Brihanmumbai Municipal Corporation building
878121,Mumbai,Carnations Lounge
878129,Mumbai,Breach Candy Club
878135,Mumbai,Borivali Sanskrutik Kendra Van Vihar
878155,Mumbai,Bowen Memorial Methodist Church
878169,Mumbai,Budh Vihar Temple
878180,Mumbai,Carver Art Studio
878191,Mumbai,Cathedral of the Holy Name
878204,Mumbai,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya
878303,Mumbai,Chemould Prescott Road
879012,Mumbai,Chhatrapati Shivaji Terminus
882842,Mumbai,Chinmaya Mission
882852,Mumbai,Chor Bazaar
882902,Mumbai,Chhota Kashmir
882980,Mumbai,Chowpatty Beach
883746,Mumbai,Churchgate Railway Station
883786,Mumbai,Church of St. Bonaventure
883792,Mumbai,Christ Kanthi Church
883805,Mumbai,Church Mission House
884239,Mumbai,Colaba Causeway
884363,Mumbai,Citi Mall
884985,Mumbai,Colaba
887178,Mumbai,Crawford Market
887248,Mumbai,Cosmos Fashions
887260,Mumbai,CPRA Greens
887533,Mumbai,Dadasaheb Phalke Chitranagri
887543,Mumbai,Dana Paani Beach
887545,Mumbai,Crocodile Park
887568,Mumbai,David Sassoon Library and Reading Room
887595,Mumbai,Dandeshwar Mandir
887618,Mumbai,Deccan Odyssey
887738,Mumbai,Dharavi
887774,Mumbai,Daya Mata Mandir
887823,Mumbai,Dhakleshwar Mahadev Mandir
888205,Mumbai,Dhobi Ghat
889025,Mumbai,Dolphin Aquarium
889045,Mumbai,Dinanath Mangeshkar Hall
889052,Mumbai,Dynamix Mall
889058,Mumbai,Dinodia Photo Gallery
889072,Mumbai,Elephanta Caves
889092,Mumbai,East Indian Museum
889094,Mumbai,Dreams The Mall
889102,Mumbai,Eastern Mall
890609,Mumbai,Essel World
890743,Mumbai,Erangal Beach
892355,Mumbai,Fanaswadi Temple
892368,Mumbai,Ferry to Alibaug
892441,Mumbai,Five Gardens
892481,Mumbai,Fine Arts Cultural Centre
892487,Mumbai,Flora Fountain
892539,Mumbai,Firdaus Enterprises
892675,Mumbai,Funky Monkeys Play Center - Andheri
892697,Mumbai,Gateway of India
892702,Mumbai,Forest Park
903419,Mumbai,Girgaum Chowpatty
903499,Mumbai,Ghanteshwar Hanuman Temple
903501,Mumbai,Gilbert Hill
903531,Mumbai,Global Vipassana Pagoda
904280,Mumbai,Gorai Beach
904350,Mumbai,Golfa Devi Temple
904351,Mumbai,Gloria Church
904356,Mumbai,Goa Kings Beer
904472,Mumbai,Growel's 101 Mall
904527,Mumbai,Goregaon Film city
904607,Mumbai,Haji Ali Mosque
904679,Mumbai,Gurudev Datta Mandir
904682,Mumbai,H. R. College of Commerce & Economics
905916,Mumbai,Hanging Gardens (Ferozeshah Mehta)
906369,Mumbai,Hedavde Mahalaxmi Temple
906399,Mumbai,Harekrishna Art Studio
906411,Mumbai,Hasnabad Dargah
906454,Mumbai,Health Education Library for People
906477,Mumbai,Heera Panna Shopping Center
906523,Mumbai,High Street Phoenix
906603,Mumbai,Hi Life Mall
906930,Mumbai,Horniman Circle Garden
906989,Mumbai,Highest Point Trail to Jambhulmal Peak
906992,Mumbai,Huma Mall
906996,Mumbai,Horticultural park
907008,Mumbai,Hutatma Chowk
907027,Mumbai,Indian Museum Ship (Vikrant)
907036,Mumbai,Immaculate Conception Church
907052,Mumbai,Ice Berg
907063,Mumbai,Impressions Art Gallery
907076,Mumbai,Infiniti Mall
907086,Mumbai,Indian Art Corner
907108,Mumbai,Indo Nepal Art Centre
907412,Mumbai,Jai Hind College
907420,Mumbai,Jain Temple - Mumbai
907430,Mumbai,J N Petit Institute Library
907786,Mumbai,Jehangir Art Gallery
907826,Mumbai,Jarimari Mata Temple
907830,Mumbai,Jay Nag Devta Mandir
907834,Mumbai,Jaya He GVK New Museum
907856,Mumbai,Jaymaa Vindya Kashni Temple
908084,Mumbai,Jogeshwari Caves
908085,Mumbai,Jio Garden
908097,Mumbai,Jogger's Park
908211,Mumbai,Juhu Beach
908251,Mumbai,Johnson and Johnson Garden
908255,Mumbai,Johnson & Johnson Garden
908279,Mumbai,Joseph Baptista Garden
910373,Mumbai,Juhu Garden
910388,Mumbai,Juhu
910398,Mumbai,K Star Mall
910463,Mumbai,Kala Ghoda Art Precinct
910508,Mumbai,Kamala Nehru Park
910578,Mumbai,Kali Mata Mandir
910640,Mumbai,Kanheri Caves
910760,Mumbai,Kanchan Amrut Mandir
911800,Mumbai,Kemps Corner
911803,Mumbai,Keneseth Eliyahoo Synagogue
911833,Mumbai,Kedareshwar Mahadev Mandir
911845,Mumbai,KidZania Mumbai
911935,Mumbai,Khotachiwadi
913532,Mumbai,Konkan Railway
913583,Mumbai,Kulraj Broadway Cinema
913589,Mumbai,Kochu Guruvayoor Temple
913595,Mumbai,Krishna Vatika Mandir
913599,Mumbai,Kumar Shopping Mall
913605,Mumbai,Kitab Mahal
913615,Mumbai,Lal Baug Cha Raja
913650,Mumbai,Little World Mall
913660,Mumbai,Lion Gate
913661,Mumbai,Lalbaug Spice Market
913669,Mumbai,Kwan Kung Temple
913682,Mumbai,Laquenail & Lash Lounge
913703,Mumbai,Lokhandwala Market
913713,Mumbai,Link Square Mall
913753,Mumbai,Lokhandwala Lake
913820,Mumbai,Loyalty Lounge
913997,Mumbai,Madh Island
914007,Mumbai,Lumbini Budh Vihar
914020,Mumbai,Madh Fort
914050,Mumbai,Madan Mohan Lal Ji Mandir
914088,Mumbai,Magen David Synagogue
914097,Mumbai,Mahakali Caves
914128,Mumbai,Mahalakshmi Race Course
914203,Mumbai,Mahakavi Kalidas Natya Mandir
914233,Mumbai,Mahalakshmi Temple
915494,Mumbai,Maharashtra Nature Park
915513,Mumbai,Mahatma Jyotiba Phule Market
915583,Mumbai,Maharishi Valmiki Mandir
915598,Mumbai,Malabar Hill
915618,Mumbai,Mahim Fort
915640,Mumbai,Mahindra Hockey Stadium
915653,Mumbai,Maheshwari Udyan
915991,Mumbai,Mangaldas Market
916031,Mumbai,Mandapeshwar Caves
916035,Mumbai,Maneckji Seth Agiary
916052,Mumbai,Mani Bhavan Gandhi Museum
916062,Mumbai,Mangal Sai Dham
917450,Mumbai,Manori Beach
917524,Mumbai,Manmala Devi Mandir
917606,Mumbai,Mariamma Devi Temple
917619,Mumbai,Mansa Devi Mandir
925032,Mumbai,Marve Beach
925096,Mumbai,Maruti Mall
925107,Mumbai,Marubai Gaondevi Mandir
925110,Mumbai,Matunga Market
925130,Mumbai,Matthieu Foss Gallery
925133,Mumbai,Mata Vaishno Devi Divya Dham
925152,Mumbai,MCGM Garden Oshiwara
925161,Mumbai,Mehboob Studios
925164,Mumbai,Meldi Maa Mandir
925167,Mumbai,Method Art Space
925168,Mumbai,Milan Mall
925173,Mumbai,Monetary Museum
925193,Mumbai,Mod'Art International
925195,Mumbai,Millk
925206,Mumbai,Mount Mary Basilica
925295,Mumbai,Mother of Jesus Church
925849,Mumbai,MCGM Office
926575,Mumbai,Mumba Devi Temple
926605,Mumbai,Mukteshwar Temple
926615,Mumbai,Mughal Art Corner
926648,Mumbai,Mughal Masjid
926669,Mumbai,Mulji Jetha Fountain
926792,Mumbai,Mumbai G.P.O
926824,Mumbai,Mumbai Central Terminus
926826,Mumbai,Mumbai Port Trust Garden
926853,Mumbai,Mumbai Zoo (Veermata Jijabai Udyan)
927055,Mumbai,Municipal Laundry
927118,Mumbai,Nariman Point
927168,Mumbai,Nalanda Buddha Vihar Temple
927172,Mumbai,Namantar Shahid Smarak Memorial
929437,Mumbai,National Centre for Performing Arts
929479,Mumbai,Natesan's Antiqart
929492,Mumbai,Narmadeshwar Mahadev Mandir
929654,Mumbai,Naval Uprising Statue
929658,Mumbai,National Museum of Indian Cinema
929666,Mumbai,Natural
929668,Mumbai,Nehru Planetarium
929978,Mumbai,Nehru Science Center
930102,Mumbai,Neptune Magnet Mall
930137,Mumbai,Nirmal Lifestyle Mall
930160,Mumbai,Nhava Sheva
930165,Mumbai,Oberoi Mall
930195,Mumbai,Nipponzan Myohoji Budha Temple
930225,Mumbai,Noahs Ark
930502,Mumbai,Our Lady of Rosary Church
930506,Mumbai,Orchid City Centre Mall
930523,Mumbai,Parel Factory Outlet Market
930532,Mumbai,Panna Paintings
930534,Mumbai,Parliament Building (Mantralaya)
930544,Mumbai,Paras Dham Temple
930571,Mumbai,Parla Jin Mandir
930576,Mumbai,Parleshwar Ganpati Mandir
930586,Mumbai,Parja Shree Ganesh Mandir
930614,Mumbai,Parsi Fire Temple
930660,Mumbai,Patala Devi Mandir
930990,Mumbai,Powai Lake
931000,Mumbai,Play Around Indoor Kids Play Center
931068,Mumbai,Popli Art Gallery
931288,Mumbai,Prithvi Theatre
931302,Mumbai,Prime Mall
931316,Mumbai,Prabodhan Kridabhavan.
931320,Mumbai,Prabhakar Thakare Garden
931331,Mumbai,Pramod Navalkar Viewing Gallery
931334,Mumbai,Pratap Art Gallery
931815,Mumbai,PVR Icon
931847,Mumbai,R City Mall
931857,Mumbai,Priyasri Art Gallery
932208,Mumbai,R Odeon Mall
932251,Mumbai,Raghuleela Mega Mall
932261,Mumbai,Raghuvanshi Mills
932270,Mumbai,R Mall
932285,Mumbai,Rajabai Clock Tower
932335,Mumbai,Raheja Exocita Mudh Marve
932561,Mumbai,Red Carpet Wax Museum
932574,Mumbai,Rajawadi Garden
932595,Mumbai,Rassaz Shopping Mall
932600,Mumbai,Rbi Coin Museum Mumbai
932605,Mumbai,Ratansi Mulji Fountain
932619,Mumbai,Raudat Tahera
933464,Mumbai,Regal Circle
933474,Mumbai,Royal Opera House
933498,Mumbai,Rhythm Art Gallery
933566,Mumbai,Royal Western India Turf Club
933600,Mumbai,Samrat Theatre
933602,Mumbai,Sanjay Gandhi National Park
933612,Mumbai,Sailors Home
933635,Mumbai,Sana Mosque
933637,Mumbai,Sakshi Gallery
933653,Mumbai,Sanay Guruji Arogya Mandir
934489,Mumbai,Sarvoday Mall
934493,Mumbai,Sankat Mochan Hanuman Mandir
934496,Mumbai,Sassoon Dock
934551,Mumbai,Sewri Jetty
934644,Mumbai,Shangrila Resort & Waterpark
934683,Mumbai,Shivaji Park
934703,Mumbai,Sheetla Devi Temple
934717,Mumbai,Shahid Vijay Salaskar Udyan
934719,Mumbai,Shilonda Trail
934759,Mumbai,Shiv Parvati Temple
935043,Mumbai,Shree Akkalkot Swami Samarth Maharaj Math
935046,Mumbai,Shree Ayyappa Mandir
935049,Mumbai,Shree Durga Mata Mandir
935052,Mumbai,Shree Ayyappa Vishnu Temple
935057,Mumbai,Shree Ayyappa Temple
935059,Mumbai,Shree Kala Hanuman Temple
935073,Mumbai,Shree Balaji Mandir
935077,Mumbai,Shree Ganesh Sai Temple
935079,Mumbai,"Shree Ramakrishna Math, Khar"
935082,Mumbai,Shree Rama Jain Dev Sthan
935084,Mumbai,Shree Gayatri Temple
935106,Mumbai,Shree Khanduba
935109,Mumbai,Shree Shanishwar Mandir
935111,Mumbai,Shree Siddhivinayak
940546,Mumbai,Shree Vitthal Rukhmani Temple
940548,Mumbai,Shree Tileswar Mahadev Mandir
940550,Mumbai,Shree Tungeshwar Mandir
940552,Mumbai,Shree Swayambhu Patali Hanuman Mandir
940560,Mumbai,Shree Swami Narayan Temple
940563,Mumbai,Shreevigna Harta Ganesh
940571,Mumbai,Shri Dharmachakra Prabhav Tirth
940581,Mumbai,Shri Jalaram Temple
940582,Mumbai,Shri Krishna Mandir
940583,Mumbai,Sion Hillock Fort
940607,Mumbai,Snow Kingdom
940617,Mumbai,Shri Trimurti Jain Mandir
940628,Mumbai,Shrine of Don Bosco mumbai
940630,Mumbai,SK Patil Udyan
940632,Mumbai,Sitladevi Temple
940683,Mumbai,Silver Oak
940738,Mumbai,Snow World Mumbai
940866,Mumbai,Sobo Central Mall
940902,Mumbai,Sri Marali Mandir
940915,Mumbai,Sree Ayappa Temple
940917,Mumbai,Sohel Arts
940919,Mumbai,Special Holidays
940929,Mumbai,Sri Ramkrishna Math and Mission
940934,Mumbai,Sri Sri Radha Gopinath Temple
941050,Mumbai,Sri Sri Radha Giridhari Temple
943640,Mumbai,Sri Sri Radha Rasabihari Ji Temple
943939,Mumbai,St Ignacious Church
943943,Mumbai,St Annes Church
943979,Mumbai,St. George's Fort - Mumbai
943984,Mumbai,St Josephs Syro Malabar Church
943986,Mumbai,St John the Evangelist Church
944021,Mumbai,St John's Church
944044,Mumbai,St Peter's Church
944046,Mumbai,St. Thomas Cathedral Mumbai
944086,Mumbai,St Teresa Church
944139,Mumbai,St. Xavier's College
944166,Mumbai,Swami Samarth Temple
944195,Mumbai,Statue Of Chhatrapati Shivaji Maharaj
944199,Mumbai,Still Water Aquatics - Nature Aquarium Gallery
944201,Mumbai,Studio Malabar
944203,Mumbai,Surana Arts
944205,Mumbai,Studio3 Art Gallery
944207,Mumbai,Suvarna Temple
944210,Mumbai,Talao Pali Lake
944251,Mumbai,Taraporewala Aquarium
944261,Mumbai,Swatantryaveer Savarkar Rashtriya Smarak
944322,Mumbai,Tansa Dam
944335,Mumbai,Tapeshwar Temple
944618,Mumbai,Tejas Express
944653,Mumbai,Thakur Mall
944666,Mumbai,Thakkar Shopping Mall
944687,Mumbai,The Great Escape Water Park
944727,Mumbai,The Church of Our Lady of Salvation
944729,Mumbai,The Art Loft
944731,Mumbai,The Elephant Company
944732,Mumbai,The Ashleys
944734,Mumbai,The Hub Mall
944793,Mumbai,Tower of Silence
944803,Mumbai,Thiruchembur Murugan Temple
944822,Mumbai,The National Sports Club of India
944852,Mumbai,TMT Arts
944853,Mumbai,Town Hall (Asiatic Society Library)
944934,Mumbai,Trafford House Z.J.M. Exports
944935,Mumbai,Uttan Beach
944948,Mumbai,Tulika Arts Gallery
944961,Mumbai,Tulsi Lake
944977,Mumbai,Umiya Mata Ji Mandir
944981,Mumbai,Vardhman Fantasy
944991,Mumbai,University of Mumbai Library
945060,Mumbai,V Mall
945089,Mumbai,Veer Savarkar Udhyan
945091,Mumbai,Versova Beach
945164,Mumbai,Victoria Gardens (Jijamata Udyan)
945226,Mumbai,Vihar Lake
945259,Mumbai,Viviana Mall
945299,Mumbai,Victorian Gothic and Art Deco Ensembles of Mumbai - UNESCO
945300,Mumbai,Vikhroli Sarwajanik Mandir
945302,Mumbai,Village Krafts
945603,Mumbai,Walkeshwar Temple
945615,Mumbai,Viya Home
945616,Mumbai,Volte Gallery
945621,Mumbai,Wankhede Stadium
945641,Mumbai,Wadia Clock Tower
945658,Mumbai,Wageshwari Mandir
946049,Mumbai,Water Kingdom
947470,Mumbai,Willingdon Sports Club
947518,Mumbai,Wellington Fountain
947540,Mumbai,Wesley Church
947581,Mumbai,Worli Fort
947586,Mumbai,Worli Sea Face
947596,Mumbai,World Trade Centre
947985,Chinnakanal,Chinnakanal Waterfalls
947995,Munnar,Kannan Devan Tea Museum
949640,Munnar,Kundala Dam Lake
949650,Munnar,Keezharkuthu Falls
950312,Munnar,Lock Heart Gap
950392,Munnar,Lakshimi Hills
950525,Munnar,Mattupetti Indo-Swiss Farm
950552,Munnar,Mattupetty Dam
950563,Munnar,Nyayamkadu Waterfalls
950573,Munnar,Mount Carmel Church &Mount Carmel Pilgrim Centre
950593,Munnar,Mistletoe art Gallery
950612,Munnar,MunnarSpice.com
950632,Munnar,Pallivasal Falls
950692,Munnar,Ottakathala Medu Mountain Range
950721,Munnar,Photo Point
950731,Munnar,Periyakanal Waterfalls
950783,Munnar,Panoramic Helipad
951547,Pothamedu,Pothamedu Viewpoint
951890,Munnar,Power House Falls
951964,Munnar,Rajamalai (Eravikulam) National Park
952044,Munnar,Punnarnava Cultural Center
953670,Munnar,Rose Gardens
953750,Munnar,Ravi's Spice Garden
954760,Munnar,Salim Ali Bird Sanctuary
954792,Pallivasal,Tata Tea Outlet
954805,Munnar,Tea Gardens
954865,Munnar,Swiftlet Cave Munnar
958004,Chinnakanal,The Grape Adventures & Holidays
958052,Chinnakanal,The Bliss Mountain Spa
958072,Munnar,Thirumeny Cultural Centre
958111,Munnar,Top Station
959869,Munsiyari,Birthi Falls
960031,Munsiyari,Darkot
960043,Munsiyari,Kalamuni Temple
960064,Munsiyari,Dana Dhar Ridge
960105,Munsiyari,Khaliya Top
960135,Munsiyari,Madkot Hot Water Springs
960199,Munsiyari,Ma Durga Temple
960255,Munsiyari,Panchchuli Peaks
960311,Munsiyari,Thamri Kund
960352,Murdeshwar,Kethapayya Narayan Temple
960372,Murdeshwar,Dive Goa
960556,Murdeshwar,Murudeshwar Beach
960616,Murdeshwar,Murdeshwar Fort
960705,Murdeshwar,Netrani Island
960761,Murdeshwar,Netrani Adventures
960782,Murdeshwar,Statue Park
960851,Murdeshwar,West Coast Adventures
